openable,encrypted,page_count,file_size_mb,has_text_layer,text_chars_page1,likely_scanned,error,pdf_path,pdf_filename,stock_code,page_length_class
True,False,563,8.53,True,114,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01643_31-12-2020_現代中藥集團_全球發售.pdf,01643_31-12-2020_現代中藥集團_全球發售.pdf,01643,超长篇(≥500页)
True,False,430,7.83,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/01645_20-05-2020_海納智能_股份發售.pdf,01645_20-05-2020_海納智能_股份發售.pdf,01645,长篇(300-499页)
True,False,453,7.85,True,81,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01650_12-06-2020_HYGIEIA GROUP_以股份發售方式.pdf,01650_12-06-2020_HYGIEIA GROUP_以股份發售方式.pdf,01650,长篇(300-499页)
True,False,497,6.18,True,97,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01795_30-10-2020_亞東集團_股份發售.pdf,01795_30-10-2020_亞東集團_股份發售.pdf,01795,长篇(300-499页)
True,False,746,48.19,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/01855_22-12-2020_中邦環境_全球發售.pdf,01855_22-12-2020_中邦環境_全球發售.pdf,01855,超长篇(≥500页)
True,False,426,5.25,True,137,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01859_28-02-2020_煜盛文化_全球發售.pdf,01859_28-02-2020_煜盛文化_全球發售.pdf,01859,长篇(300-499页)
True,False,430,23.07,True,52,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01936_24-04-2020_RITAMIX_股份發售.pdf,01936_24-04-2020_RITAMIX_股份發售.pdf,01936,长篇(300-499页)
True,False,553,13.02,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/01940_16-12-2020_CGII HLDGS_全球發售.pdf,01940_16-12-2020_CGII HLDGS_全球發售.pdf,01940,超长篇(≥500页)
True,False,571,8.49,True,165,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01941_28-02-2020_燁星集團_全球發售.pdf,01941_28-02-2020_燁星集團_全球發售.pdf,01941,超长篇(≥500页)
True,False,422,9.98,True,82,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01942_27-03-2020_MOG HOLDINGS_全球發售.pdf,01942_27-03-2020_MOG HOLDINGS_全球發售.pdf,01942,长篇(300-499页)
True,False,450,8.69,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/01945_16-12-2020_清科創業_全球發售.pdf,01945_16-12-2020_清科創業_全球發售.pdf,01945,长篇(300-499页)
True,False,580,4.48,True,111,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01950_27-02-2020_深藍科技控股_全球發售.pdf,01950_27-02-2020_深藍科技控股_全球發售.pdf,01950,超长篇(≥500页)
True,False,553,7.64,True,137,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01952_25-09-2020_雲頂新耀－Ｂ_全球發售.pdf,01952_25-09-2020_雲頂新耀－Ｂ_全球發售.pdf,01952,超长篇(≥500页)
True,False,525,4.6,True,137,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01953_14-04-2020_RIMBACO_股份發售.pdf,01953_14-04-2020_RIMBACO_股份發售.pdf,01953,超长篇(≥500页)
True,False,494,8.7,True,136,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01957_18-06-2020_MBV INTL_全球發售.pdf,01957_18-06-2020_MBV INTL_全球發售.pdf,01957,长篇(300-499页)
True,False,598,10.08,True,142,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01961_27-02-2020_九尊數字互娛_全球發售.pdf,01961_27-02-2020_九尊數字互娛_全球發售.pdf,01961,超长篇(≥500页)
True,False,454,6.24,True,61,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01971_24-06-2020_弘陽服務_全球發售.pdf,01971_24-06-2020_弘陽服務_全球發售.pdf,01971,长篇(300-499页)
True,False,461,5.92,True,128,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/01981_30-06-2020_華夏視聽教育_全球發售.pdf,01981_30-06-2020_華夏視聽教育_全球發售.pdf,01981,长篇(300-499页)
True,False,386,4.14,True,143,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02057_17-09-2020_中通快遞－ＳＷ_全球發售.pdf,02057_17-09-2020_中通快遞－ＳＷ_全球發售.pdf,02057,长篇(300-499页)
True,False,818,33.18,True,154,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02096_13-10-2020_先聲藥業_全球發售.pdf,02096_13-10-2020_先聲藥業_全球發售.pdf,02096,超长篇(≥500页)
True,False,552,8.6,True,117,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02101_07-09-2020_福祿控股_全球發售.pdf,02101_07-09-2020_福祿控股_全球發售.pdf,02101,超长篇(≥500页)
True,False,642,3.25,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/02107_12-10-2020_第一服務控股_全球發售.pdf,02107_12-10-2020_第一服務控股_全球發售.pdf,02107,超长篇(≥500页)
True,False,524,7.28,True,153,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02110_23-11-2020_裕勤控股_股份發售.pdf,02110_23-11-2020_裕勤控股_股份發售.pdf,02110,超长篇(≥500页)
True,False,613,4.39,True,107,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02115_22-09-2020_捷心隆_全球發售.pdf,02115_22-09-2020_捷心隆_全球發售.pdf,02115,超长篇(≥500页)
True,False,886,8.81,True,127,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02117_27-11-2020_大唐集團控股_全球發售.pdf,02117_27-11-2020_大唐集團控股_全球發售.pdf,02117,超长篇(≥500页)
True,False,587,29.63,False,50,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02125_31-12-2020_稻草熊娛樂_全球發售.pdf,02125_31-12-2020_稻草熊娛樂_全球發售.pdf,02125,超长篇(≥500页)
True,False,840,54.44,True,157,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02126_22-10-2020_藥明巨諾－Ｂ_全球發售.pdf,02126_22-10-2020_藥明巨諾－Ｂ_全球發售.pdf,02126,超长篇(≥500页)
True,False,550,6.93,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/02127_14-12-2020_匯森家居_全球發售.pdf,02127_14-12-2020_匯森家居_全球發售.pdf,02127,超长篇(≥500页)
True,False,537,10.45,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/02129_30-12-2020_LEGION CONSO_股份發售.pdf,02129_30-12-2020_LEGION CONSO_股份發售.pdf,02129,超长篇(≥500页)
True,False,594,5.65,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/02130_30-09-2020_嘉泓物流_全球發售.pdf,02130_30-09-2020_嘉泓物流_全球發售.pdf,02130,超长篇(≥500页)
True,False,497,28.59,True,114,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02131_07-12-2020_云想科技_全球發售.pdf,02131_07-12-2020_云想科技_全球發售.pdf,02131,长篇(300-499页)
True,False,426,4.63,True,89,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02132_30-09-2020_譽燊豐控股_股份發售.pdf,02132_30-09-2020_譽燊豐控股_股份發售.pdf,02132,长篇(300-499页)
True,False,606,15.71,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/02135_15-12-2020_瑞麗醫美_全球發售.pdf,02135_15-12-2020_瑞麗醫美_全球發售.pdf,02135,超长篇(≥500页)
True,False,654,9.99,True,136,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02142_30-11-2020_和鉑醫藥－Ｂ_全球發售.pdf,02142_30-11-2020_和鉑醫藥－Ｂ_全球發售.pdf,02142,超长篇(≥500页)
True,False,505,3.77,True,121,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02146_31-12-2020_榮萬家_全球發售.pdf,02146_31-12-2020_榮萬家_全球發售.pdf,02146,超长篇(≥500页)
True,False,510,13.7,True,95,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02148_08-12-2020_VESYNC_全球發售.pdf,02148_08-12-2020_VESYNC_全球發售.pdf,02148,超长篇(≥500页)
True,False,573,7.18,True,148,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02153_30-12-2020_達豐設備_全球發售.pdf,02153_30-12-2020_達豐設備_全球發售.pdf,02153,超长篇(≥500页)
True,False,645,8.27,True,86,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02158_31-12-2020_醫渡科技_全球發售.pdf,02158_31-12-2020_醫渡科技_全球發售.pdf,02158,超长篇(≥500页)
True,False,641,4.84,False,38,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/02159_31-12-2020_麥迪衛康_全球發售.pdf,02159_31-12-2020_麥迪衛康_全球發售.pdf,02159,超长篇(≥500页)
True,False,506,5.05,True,95,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02169_12-10-2020_滄港鐵路_全球發售.pdf,02169_12-10-2020_滄港鐵路_全球發售.pdf,02169,超长篇(≥500页)
True,False,530,3.2,True,264,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02263_31-01-2020_富石金融_股份發售.pdf,02263_31-01-2020_富石金融_股份發售.pdf,02263,超长篇(≥500页)
True,False,457,3.22,True,70,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02381_19-05-2020_蜆壳電業_股份發售.pdf,02381_19-05-2020_蜆壳電業_股份發售.pdf,02381,长篇(300-499页)
True,False,906,5.97,True,127,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/02599_30-10-2020_祥生控股集團_全球發售.pdf,02599_30-10-2020_祥生控股集團_全球發售.pdf,02599,超长篇(≥500页)
True,False,692,4.79,True,151,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/03347_28-07-2020_泰格醫藥_全球發售.pdf,03347_28-07-2020_泰格醫藥_全球發售.pdf,03347,超长篇(≥500页)
True,False,484,4.34,True,79,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/03390_30-03-2020_滿貫集團_全球發售.pdf,03390_30-03-2020_滿貫集團_全球發售.pdf,03390,长篇(300-499页)
True,False,570,8.29,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/03913_19-10-2020_合景悠活_全球發售.pdf,03913_19-10-2020_合景悠活_全球發售.pdf,03913,超长篇(≥500页)
True,False,476,6.61,True,116,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06063_30-03-2020_智中國際_股份發售.pdf,06063_30-03-2020_智中國際_股份發售.pdf,06063,长篇(300-499页)
True,False,614,4.67,True,85,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06078_16-06-2020_海吉亞醫療_全球發售.pdf,06078_16-06-2020_海吉亞醫療_全球發售.pdf,06078,超长篇(≥500页)
True,False,558,46.03,True,171,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06618_26-11-2020_京東健康_全球發售.pdf,06618_26-11-2020_京東健康_全球發售.pdf,06618,超长篇(≥500页)
True,False,584,6.14,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/06666_23-11-2020_恒大物業_全球發售.pdf,06666_23-11-2020_恒大物業_全球發售.pdf,06666,超长篇(≥500页)
True,False,617,4.27,True,156,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06677_07-12-2020_遠洋服務_全球發售.pdf,06677_07-12-2020_遠洋服務_全球發售.pdf,06677,超长篇(≥500页)
True,False,752,11.05,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/06688_26-10-2020_螞蟻集團_H股首次公開發售.pdf,06688_26-10-2020_螞蟻集團_H股首次公開發售.pdf,06688,超长篇(≥500页)
True,False,490,15.95,False,16,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/06813_24-01-2020_大喜屋集團_股份發售.pdf,06813_24-01-2020_大喜屋集團_股份發售.pdf,06813,长篇(300-499页)
True,False,883,9.11,True,102,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06900_30-10-2020_上坤地產_全球發售.pdf,06900_30-10-2020_上坤地產_全球發售.pdf,06900,超长篇(≥500页)
True,False,534,10.0,True,51,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06918_28-02-2020_奇士達_全球發售.pdf,06918_28-02-2020_奇士達_全球發售.pdf,06918,超长篇(≥500页)
True,False,434,5.14,True,127,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06933_30-06-2020_新娛科控股_全球發售.pdf,06933_30-06-2020_新娛科控股_全球發售.pdf,06933,长篇(300-499页)
True,False,533,3.53,True,109,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06958_29-06-2020_正榮服務_全球發售.pdf,06958_29-06-2020_正榮服務_全球發售.pdf,06958,超长篇(≥500页)
True,False,635,5.23,True,120,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06968_29-06-2020_港龍中國地產_全球發售.pdf,06968_29-06-2020_港龍中國地產_全球發售.pdf,06968,超长篇(≥500页)
True,False,590,7.16,True,127,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06969_29-06-2020_思摩爾國際_全球發售.pdf,06969_29-06-2020_思摩爾國際_全球發售.pdf,06969,超长篇(≥500页)
True,False,575,6.23,True,78,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06978_29-06-2020_永泰生物－Ｂ_全球發售.pdf,06978_29-06-2020_永泰生物－Ｂ_全球發售.pdf,06978,超长篇(≥500页)
True,False,521,13.89,True,104,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06988_10-09-2020_樂享互動_全球發售.pdf,06988_10-09-2020_樂享互動_全球發售.pdf,06988,超长篇(≥500页)
True,False,599,8.38,True,139,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06989_07-10-2020_卓越商企服務_全球發售.pdf,06989_07-10-2020_卓越商企服務_全球發售.pdf,06989,超长篇(≥500页)
True,False,545,50.22,True,168,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06993_04-12-2020_藍月亮集團_全球發售.pdf,06993_04-12-2020_藍月亮集團_全球發售.pdf,06993,超长篇(≥500页)
True,False,628,8.15,True,79,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06996_09-11-2020_德琪醫藥－Ｂ_全球發售.pdf,06996_09-11-2020_德琪醫藥－Ｂ_全球發售.pdf,06996,超长篇(≥500页)
True,False,703,16.71,True,141,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/06998_23-09-2020_嘉和生物－Ｂ_全球發售.pdf,06998_23-09-2020_嘉和生物－Ｂ_全球發售.pdf,06998,超长篇(≥500页)
True,False,1030,9.8,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/06999_26-11-2020_領地控股_全球發售.pdf,06999_26-11-2020_領地控股_全球發售.pdf,06999,超长篇(≥500页)
True,False,430,4.72,True,105,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/08489_30-12-2020_裕程物流_以股份發售方式於香港聯合交易所有限公司GEM上市.pdf,08489_30-12-2020_裕程物流_以股份發售方式於香港聯合交易所有限公司GEM上市.pdf,08489,长篇(300-499页)
True,False,476,6.08,True,82,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/08496_29-04-2020_新加坡美食控股_股份發售.pdf,08496_29-04-2020_新加坡美食控股_股份發售.pdf,08496,长篇(300-499页)
True,False,508,10.75,True,110,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/08616_31-03-2020_新威工程集團_股份發售.pdf,08616_31-03-2020_新威工程集團_股份發售.pdf,08616,超长篇(≥500页)
True,False,454,5.64,True,147,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/08620_31-03-2020_亞洲速運_股份發售.pdf,08620_31-03-2020_亞洲速運_股份發售.pdf,08620,长篇(300-499页)
True,False,572,23.74,True,169,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/08623_24-06-2020_中國蜀塔_股份發售.pdf,08623_24-06-2020_中國蜀塔_股份發售.pdf,08623,超长篇(≥500页)
True,False,614,8.67,True,174,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/08657_30-09-2020_TRUE PARTNER_股份發售.pdf,08657_30-09-2020_TRUE PARTNER_股份發售.pdf,08657,超长篇(≥500页)
True,False,484,8.01,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/08659_30-06-2020_易和國際控股_股份發售.pdf,08659_30-06-2020_易和國際控股_股份發售.pdf,08659,长篇(300-499页)
True,False,480,9.71,True,137,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09600_21-12-2020_新紐科技_全球發售.pdf,09600_21-12-2020_新紐科技_全球發售.pdf,09600,长篇(300-499页)
True,False,524,4.39,False,26,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09608_31-12-2020_宋都服務_全球發售.pdf,09608_31-12-2020_宋都服務_全球發售.pdf,09608,超长篇(≥500页)
True,False,663,45.53,True,87,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09616_17-09-2020_東軟教育_全球發售.pdf,09616_17-09-2020_東軟教育_全球發售.pdf,09616,超长篇(≥500页)
True,False,711,7.81,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09618_08-06-2020_京東集團－ＳＷ_全球發售.pdf,09618_08-06-2020_京東集團－ＳＷ_全球發售.pdf,09618,超长篇(≥500页)
True,False,549,6.46,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09633_25-08-2020_農夫山泉_全球發售.pdf,09633_25-08-2020_農夫山泉_全球發售.pdf,09633,超长篇(≥500页)
True,False,628,5.92,False,21,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09666_05-11-2020_金科服務_全球發售.pdf,09666_05-11-2020_金科服務_全球發售.pdf,09666,超长篇(≥500页)
True,False,800,11.13,True,123,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09668_30-06-2020_渤海銀行_全球發售.pdf,09668_30-06-2020_渤海銀行_全球發售.pdf,09668,超长篇(≥500页)
True,False,897,4.99,True,160,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09677_29-09-2020_威海銀行_全球發售.pdf,09677_29-09-2020_威海銀行_全球發售.pdf,09677,超长篇(≥500页)
True,False,597,5.3,True,138,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09688_17-09-2020_再鼎醫藥－ＳＢ_全球發售.pdf,09688_17-09-2020_再鼎醫藥－ＳＢ_全球發售.pdf,09688,超长篇(≥500页)
True,False,610,27.77,True,346,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09698_21-10-2020_萬國數據－ＳＷ_全球發售.pdf,09698_21-10-2020_萬國數據－ＳＷ_全球發售.pdf,09698,超长篇(≥500页)
True,False,465,4.22,True,158,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09901_29-10-2020_新東方－Ｓ_全球發售.pdf,09901_29-10-2020_新東方－Ｓ_全球發售.pdf,09901,长篇(300-499页)
True,False,424,5.05,True,110,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09906_24-06-2020_宏力醫療管理_全球發售.pdf,09906_24-06-2020_宏力醫療管理_全球發售.pdf,09906,长篇(300-499页)
True,False,701,7.06,True,102,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09908_30-06-2020_嘉興燃氣_全球發售.pdf,09908_30-06-2020_嘉興燃氣_全球發售.pdf,09908,超长篇(≥500页)
True,False,430,3.15,True,94,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09913_30-07-2020_智勤控股_以股份發售方式於香港聯合交易所有限公司主板上市.pdf,09913_30-07-2020_智勤控股_以股份發售方式於香港聯合交易所有限公司主板上市.pdf,09913,长篇(300-499页)
True,False,393,4.37,True,191,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09916_25-02-2020_興業物聯_全球發售.pdf,09916_25-02-2020_興業物聯_全球發售.pdf,09916,长篇(300-499页)
True,False,530,7.48,True,85,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09923_19-05-2020_移卡_全球發售.pdf,09923_19-05-2020_移卡_全球發售.pdf,09923,超长篇(≥500页)
True,False,600,9.53,True,144,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09926_14-04-2020_康方生物－Ｂ_全球發售.pdf,09926_14-04-2020_康方生物－Ｂ_全球發售.pdf,09926,超长篇(≥500页)
True,False,472,4.19,True,89,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09929_31-01-2020_澳達控股_股份發售.pdf,09929_31-01-2020_澳達控股_股份發售.pdf,09929,长篇(300-499页)
True,False,490,15.24,False,23,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09936_26-02-2020_稀美資源_全球發售.pdf,09936_26-02-2020_稀美資源_全球發售.pdf,09936,长篇(300-499页)
True,False,512,7.56,True,110,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09939_12-05-2020_開拓藥業－Ｂ_全球發售.pdf,09939_12-05-2020_開拓藥業－Ｂ_全球發售.pdf,09939,超长篇(≥500页)
True,False,523,6.46,True,107,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09958_10-06-2020_力天影業_全球發售.pdf,09958_10-06-2020_力天影業_全球發售.pdf,09958,超长篇(≥500页)
True,False,552,8.82,True,136,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09969_11-03-2020_諾誠健華－Ｂ_全球發售.pdf,09969_11-03-2020_諾誠健華－Ｂ_全球發售.pdf,09969,超长篇(≥500页)
