stock_code,windcode,windcode_rule,company_name,company_display,list_date,list_year,pdf_filename,pdf_path,folder_year,filename_parsed,share_matched,list_price,listboard,delisted,is_unprofitable_proxy,eod_matched,first_trade_date,day0_open,day0_close,day1_return,day0_break_issue,day5_close,day5_return,day20_close,day20_return,day60_close,day60_return,performance_class,business_scope,industry_coarse,openable,encrypted,page_count,file_size_mb,has_text_layer,text_chars_page1,likely_scanned,error,page_length_class,company_name_raw,pdf_path_relative
01209,1209.HK,strip_zero,華潤萬象生活,華潤萬象生活,2020-11-25,2020,01209_25-11-2020_華潤萬象生活_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01209_25-11-2020_華潤萬象生活_全球發售.pdf,2020,True,False,,,False,False,True,2020-12-09,30.8,28.0,-0.09090909090909093,True,31.1,0.009740259740259764,43.8,0.4220779220779219,37.2,0.20779220779220786,平稳,,未知,True,False,576,9.2,True,125,False,,超长篇(≥500页),華潤萬象生活,dataset/2020/01209_25-11-2020_華潤萬象生活_全球發售.pdf
01248,1248.HK,,天兆豬業,天兆豬業,2020-10-29,2020,01248_29-10-2020_天兆豬業_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01248_29-10-2020_天兆豬業_全球發售.pdf,2020,True,False,,,False,False,False,,,,,,,,,,,,无行情,,未知,True,False,594,4.64,True,204,False,,超长篇(≥500页),天兆豬業,dataset/2020/01248_29-10-2020_天兆豬業_全球發售.pdf
01343,1343.HK,strip_zero,偉源控股,偉源控股,2020-02-25,2020,01343_25-02-2020_偉源控股_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01343_25-02-2020_偉源控股_股份發售.pdf,2020,True,False,,,False,False,True,2020-03-12,0.7,0.79,0.1285714285714287,False,1.08,0.5428571428571429,1.69,1.4142857142857144,1.39,0.9857142857142857,暴涨,,未知,True,False,482,8.25,True,62,False,,长篇(300-499页),偉源控股,dataset/2020/01343_25-02-2020_偉源控股_股份發售.pdf
01351,1351.HK,strip_zero,輝煌明天,輝煌明天,2020-10-28,2020,01351_28-10-2020_輝煌明天_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01351_28-10-2020_輝煌明天_股份發售.pdf,2020,True,False,,,False,False,True,2020-11-11,1.67,1.45,-0.13173652694610774,True,1.31,-0.21556886227544905,1.28,-0.2335329341317365,3.54,1.1197604790419162,暴跌,,未知,True,False,487,5.39,True,131,False,,长篇(300-499页),輝煌明天,dataset/2020/01351_28-10-2020_輝煌明天_股份發售.pdf
01376,1376.HK,strip_zero,RAFFLESINTERIOR,RAFFLESINTERIOR,2020-04-21,2020,01376_21-04-2020_RAFFLESINTERIOR_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01376_21-04-2020_RAFFLESINTERIOR_股份發售.pdf,2020,True,False,,,False,False,True,2020-05-07,0.74,0.63,-0.14864864864864866,True,0.65,-0.1216216216216216,0.61,-0.17567567567567569,0.62,-0.16216216216216214,破发/走弱,公司主要从事提供室内装修服务.,其他,True,False,454,5.57,True,136,False,,长篇(300-499页),RAFFLESINTERIOR,dataset/2020/01376_21-04-2020_RAFFLESINTERIOR_股份發售.pdf
01379,1379.HK,strip_zero,温嶺工量刃具,温嶺工量刃具,2020-12-11,2020,01379_11-12-2020_温嶺工量刃具_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01379_11-12-2020_温嶺工量刃具_全球發售.pdf,2020,True,False,,,False,False,True,2020-12-30,6.14,6.06,-0.013029315960912065,True,6.36,0.03583061889250825,6.12,-0.0032573289902279442,6.05,-0.014657980456026037,平稳,,未知,True,False,510,7.54,False,4,True,,超长篇(≥500页),温嶺工量刃具,dataset/2020/01379_11-12-2020_温嶺工量刃具_全球發售.pdf
01408,1408.HK,strip_zero,濠江機電,濠江機電,2020-08-31,2020,01408_31-08-2020_濠江機電_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01408_31-08-2020_濠江機電_全球發售.pdf,2020,True,False,,,False,False,True,2020-09-11,2.1,2.86,0.3619047619047618,False,3.5,0.6666666666666666,3.89,0.8523809523809524,0.5,-0.7619047619047619,暴涨,,未知,True,False,503,3.76,True,91,False,,超长篇(≥500页),濠江機電,dataset/2020/01408_31-08-2020_濠江機電_全球發售.pdf
01429,1429.HK,strip_zero,天任集團,天任集團,2020-09-15,2020,01429_15-09-2020_天任集團_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01429_15-09-2020_天任集團_股份發售.pdf,2020,True,False,,,False,False,True,2020-09-29,0.9,1.0,0.11111111111111108,False,1.1,0.2222222222222223,0.255,-0.7166666666666667,0.151,-0.8322222222222222,平稳,,未知,True,False,494,8.9,False,4,True,,长篇(300-499页),天任集團,dataset/2020/01429_15-09-2020_天任集團_股份發售.pdf
01433,1433.HK,strip_zero,常達控股,常達控股,2020-02-28,2020,01433_28-02-2020_常達控股_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01433_28-02-2020_常達控股_全球發售.pdf,2020,True,False,,,False,False,True,2020-03-12,0.161,0.15,-0.06832298136645969,True,0.12,-0.2546583850931677,0.124,-0.2298136645962733,0.067,-0.5838509316770186,暴跌,,未知,True,False,486,3.66,False,0,True,,长篇(300-499页),常達控股,dataset/2020/01433_28-02-2020_常達控股_全球發售.pdf
01440,1440.HK,strip_zero,DEYUN HOLDING,DEYUN HOLDING,2020-12-28,2020,01440_28-12-2020_DEYUN HOLDING_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01440_28-12-2020_DEYUN HOLDING_股份發售.pdf,2020,True,False,,,False,False,True,2021-01-13,0.42,0.415,-0.011904761904761916,True,0.5,0.19047619047619047,0.64,0.523809523809524,0.49,0.16666666666666669,平稳,,未知,True,False,533,11.98,True,91,False,,超长篇(≥500页),DEYUN HOLDING,dataset/2020/01440_28-12-2020_DEYUN HOLDING_股份發售.pdf
01449,1449.HK,strip_zero,立德教育,立德教育,2020-07-27,2020,01449_27-07-2020_立德教育_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01449_27-07-2020_立德教育_全球發售.pdf,2020,True,False,,,False,False,True,2020-08-06,1.98,1.85,-0.06565656565656561,True,1.56,-0.2121212121212121,1.31,-0.33838383838383834,0.9,-0.5454545454545455,暴跌,公司主要从事在中国提供私立高等教育服务，通过子公司运营一所名为黑龙江商学院的私立学校，位于黑龙江省哈尔滨市。公司在中国市场开展业务。,其他,True,False,611,6.31,True,89,False,,超长篇(≥500页),立德教育,dataset/2020/01449_27-07-2020_立德教育_全球發售.pdf
01455,1455.HK,strip_zero,科利實業控股,科利實業控股,2020-08-31,2020,01455_31-08-2020_科利實業控股_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01455_31-08-2020_科利實業控股_全球發售.pdf,2020,True,False,,,False,False,True,2020-09-15,0.95,1.32,0.3894736842105265,False,0.44,-0.5368421052631579,0.239,-0.748421052631579,0.213,-0.7757894736842106,暴跌,,未知,True,False,494,9.51,True,122,False,,长篇(300-499页),科利實業控股,dataset/2020/01455_31-08-2020_科利實業控股_全球發售.pdf
01463,1463.HK,strip_zero,C-LINK SQ,C-LINK SQ,2020-03-17,2020,01463_17-03-2020_C-LINK SQ_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01463_17-03-2020_C-LINK SQ_股份發售.pdf,2020,True,False,,,False,False,True,2020-03-27,1.09,0.86,-0.21100917431192667,True,0.98,-0.10091743119266064,1.2,0.10091743119266043,1.13,0.03669724770642185,破发/走弱,外判文件管理服务提供商及相关软件应用程序及企业软件解决方案开发商.,TMT/互联网,True,False,508,7.02,True,78,False,,超长篇(≥500页),C-LINK SQ,dataset/2020/01463_17-03-2020_C-LINK SQ_股份發售.pdf
01472,1472.HK,strip_zero,生興控股,生興控股,2020-02-28,2020,01472_28-02-2020_生興控股_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01472_28-02-2020_生興控股_股份發售.pdf,2020,True,False,,,False,False,True,2020-03-17,0.9,1.24,0.3777777777777777,False,1.5,0.6666666666666666,2.1,1.3333333333333337,0.31,-0.6555555555555557,暴涨,,未知,True,False,454,4.59,True,121,False,,长篇(300-499页),生興控股,dataset/2020/01472_28-02-2020_生興控股_股份發售.pdf
01477,1477.HK,strip_zero,歐康維視生物－Ｂ,歐康維視生物－Ｂ,2020-06-29,2020,01477_29-06-2020_歐康維視生物－Ｂ_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01477_29-06-2020_歐康維視生物－Ｂ_全球發售.pdf,2020,True,False,,,False,True,True,2020-07-10,43.0,37.0,-0.13953488372093026,True,29.65,-0.3104651162790698,32.55,-0.2430232558139536,23.8,-0.4465116279069768,暴跌,,未知,True,False,578,9.81,False,0,True,,超长篇(≥500页),歐康維視生物－Ｂ,dataset/2020/01477_29-06-2020_歐康維視生物－Ｂ_全球發售.pdf
01490,1490.HK,strip_zero,CHESHI,CHESHI,2020-12-31,2020,01490_31-12-2020_CHESHI_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01490_31-12-2020_CHESHI_全球發售.pdf,2020,True,False,,,False,False,True,2021-01-15,1.7,1.5,-0.11764705882352935,True,1.36,-0.2,1.22,-0.2823529411764706,1.5,-0.11764705882352935,破发/走弱,,未知,True,False,531,47.94,True,77,False,,超长篇(≥500页),CHESHI,dataset/2020/01490_31-12-2020_CHESHI_全球發售.pdf
01502,1502.HK,strip_zero,金融街物業,金融街物業,2020-06-19,2020,01502_19-06-2020_金融街物業_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01502_19-06-2020_金融街物業_全球發售.pdf,2020,True,False,,,False,False,True,2020-07-06,9.3,9.46,0.01720430107526883,False,10.48,0.12688172043010748,11.02,0.18494623655913964,9.6,0.03225806451612891,平稳,,未知,True,False,576,6.0,True,116,False,,超长篇(≥500页),金融街物業,dataset/2020/01502_19-06-2020_金融街物業_全球發售.pdf
01516,1516.HK,strip_zero,融創服務,融創服務,2020-11-09,2020,01516_09-11-2020_融創服務_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01516_09-11-2020_融創服務_全球發售.pdf,2020,True,False,,,False,False,True,2020-11-19,11.6,14.14,0.2189655172413794,False,13.0,0.12068965517241385,15.12,0.30344827586206896,27.4,1.362068965517241,平稳,,未知,True,False,668,5.31,True,128,False,,超长篇(≥500页),融創服務,dataset/2020/01516_09-11-2020_融創服務_全球發售.pdf
01597,1597.HK,strip_zero,納泉能源科技,納泉能源科技,2020-09-29,2020,01597_29-09-2020_納泉能源科技_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01597_29-09-2020_納泉能源科技_全球發售.pdf,2020,True,False,,,False,False,True,2020-10-20,2.1,2.07,-0.014285714285714403,True,1.71,-0.18571428571428572,1.55,-0.2619047619047619,1.32,-0.3714285714285713,破发/走弱,,未知,True,False,550,7.11,True,108,False,,超长篇(≥500页),納泉能源科技,dataset/2020/01597_29-09-2020_納泉能源科技_全球發售.pdf
01643,1643.HK,strip_zero,現代中藥集團,現代中藥集團,2020-12-31,2020,01643_31-12-2020_現代中藥集團_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01643_31-12-2020_現代中藥集團_全球發售.pdf,2020,True,False,,,False,False,True,2021-01-15,1.17,1.26,0.076923076923077,False,1.04,-0.11111111111111102,0.91,-0.22222222222222213,0.84,-0.28205128205128205,破发/走弱,,未知,True,False,563,8.53,True,114,False,,超长篇(≥500页),現代中藥集團,dataset/2020/01643_31-12-2020_現代中藥集團_全球發售.pdf
01645,1645.HK,strip_zero,海納智能,海納智能,2020-05-20,2020,01645_20-05-2020_海納智能_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01645_20-05-2020_海納智能_股份發售.pdf,2020,True,False,,,False,False,True,2020-06-03,1.21,1.2,-0.008264462809917363,True,0.82,-0.3223140495867769,0.86,-0.2892561983471074,0.82,-0.3223140495867769,暴跌,,未知,True,False,430,7.83,False,0,True,,长篇(300-499页),海納智能,dataset/2020/01645_20-05-2020_海納智能_股份發售.pdf
01650,1650.HK,strip_zero,HYGIEIA GROUP,HYGIEIA GROUP,2020-06-12,2020,01650_12-06-2020_HYGIEIA GROUP_以股份發售方式.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01650_12-06-2020_HYGIEIA GROUP_以股份發售方式.pdf,2020,True,False,,,False,False,True,2020-07-03,0.25,0.134,-0.46399999999999997,True,0.108,-0.5680000000000001,0.08900000000000001,-0.644,0.08199999999999999,-0.6719999999999999,暴跌,"公司主要为新加坡各种公共和私人场所提供普通清洁服务,包括医疗中心,购物中心,商业和工业建筑,学校,酒店,私人公寓以及市镇委员会的公共通道区域.在泰国,该公司及其子公司为私人住宅,办公室和工业建筑的私人客户提供普通清洁工作.",生物科技/医药,True,False,453,7.85,True,81,False,,长篇(300-499页),HYGIEIA GROUP,dataset/2020/01650_12-06-2020_HYGIEIA GROUP_以股份發售方式.pdf
01795,1795.HK,strip_zero,亞東集團,亞東集團,2020-10-30,2020,01795_30-10-2020_亞東集團_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01795_30-10-2020_亞東集團_股份發售.pdf,2020,True,False,,,False,False,True,2020-11-18,0.76,0.83,0.09210526315789468,False,0.9,0.1842105263157895,1.27,0.6710526315789473,0.65,-0.14473684210526316,平稳,,未知,True,False,497,6.18,True,97,False,,长篇(300-499页),亞東集團,dataset/2020/01795_30-10-2020_亞東集團_股份發售.pdf
01855,1855.HK,strip_zero,中邦環境,中邦環境,2020-12-22,2020,01855_22-12-2020_中邦環境_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01855_22-12-2020_中邦環境_全球發售.pdf,2020,True,False,,,False,False,True,2021-01-06,1.99,2.05,0.030150753768844137,False,1.9,-0.045226130653266375,1.91,-0.04020100502512566,2.17,0.09045226130653264,平稳,,未知,True,False,746,48.19,False,0,True,,超长篇(≥500页),中邦環境,dataset/2020/01855_22-12-2020_中邦環境_全球發售.pdf
01859,1859.HK,strip_zero,煜盛文化,煜盛文化,2020-02-28,2020,01859_28-02-2020_煜盛文化_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01859_28-02-2020_煜盛文化_全球發售.pdf,2020,True,False,,,False,False,True,2020-03-13,2.26,2.1,-0.07079646017699102,True,2.03,-0.10176991150442476,2.13,-0.057522123893805274,2.01,-0.11061946902654868,破发/走弱,煜盛文化集团是一家主要从事视频内容营运及电商推广服务的公司。,其他,True,False,426,5.25,True,137,False,,长篇(300-499页),煜盛文化,dataset/2020/01859_28-02-2020_煜盛文化_全球發售.pdf
01936,1936.HK,strip_zero,RITAMIX,RITAMIX,2020-04-24,2020,01936_24-04-2020_RITAMIX_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01936_24-04-2020_RITAMIX_股份發售.pdf,2020,True,False,,,False,False,True,2020-05-13,2.01,2.76,0.373134328358209,False,2.59,0.28855721393034833,3.15,0.5671641791044777,1.74,-0.13432835820895514,平稳,,未知,True,False,430,23.07,True,52,False,,长篇(300-499页),RITAMIX,dataset/2020/01936_24-04-2020_RITAMIX_股份發售.pdf
01940,1940.HK,strip_zero,CGII HLDGS,CGII HLDGS,2020-12-16,2020,01940_16-12-2020_CGII HLDGS_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01940_16-12-2020_CGII HLDGS_全球發售.pdf,2020,True,False,,,False,False,True,2020-12-29,1.7,1.62,-0.04705882352941168,True,2.3,0.3529411764705881,4.1,1.4117647058823526,3.82,1.2470588235294118,暴涨,"公司的主要产品为空气分离装置生产的管道工业气体,包括氧气,氮气,氩气,氢气及二氧化碳.同时经营规模相对较小的液化天然气相关业务包括供应液化天然气及提供气体输送服务.",工业/制造,True,False,553,13.02,False,0,True,,超长篇(≥500页),CGII HLDGS,dataset/2020/01940_16-12-2020_CGII HLDGS_全球發售.pdf
01941,1941.HK,strip_zero,燁星集團,燁星集團,2020-02-28,2020,01941_28-02-2020_燁星集團_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01941_28-02-2020_燁星集團_全球發售.pdf,2020,True,False,,,False,False,True,2020-03-13,1.47,1.72,0.17006802721088435,False,1.39,-0.05442176870748304,1.44,-0.02040816326530614,1.45,-0.01360544217687076,破发/走弱,,未知,True,False,571,8.49,True,165,False,,超长篇(≥500页),燁星集團,dataset/2020/01941_28-02-2020_燁星集團_全球發售.pdf
01942,1942.HK,strip_zero,MOG HOLDINGS,MOG HOLDINGS,2020-03-27,2020,01942_27-03-2020_MOG HOLDINGS_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01942_27-03-2020_MOG HOLDINGS_全球發售.pdf,2020,True,False,,,False,False,True,2020-04-15,0.81,0.5,-0.3827160493827161,True,0.435,-0.462962962962963,0.445,-0.4506172839506173,0.63,-0.22222222222222227,暴跌,,未知,True,False,422,9.98,True,82,False,,长篇(300-499页),MOG HOLDINGS,dataset/2020/01942_27-03-2020_MOG HOLDINGS_全球發售.pdf
01945,1945.HK,strip_zero,清科創業,清科創業,2020-12-16,2020,01945_16-12-2020_清科創業_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01945_16-12-2020_清科創業_全球發售.pdf,2020,True,False,,,False,False,True,2020-12-30,15.82,11.6,-0.2667509481668774,True,9.83,-0.3786346396965866,6.84,-0.5676359039190898,6.0,-0.6207332490518331,暴跌,,未知,True,False,450,8.69,False,0,True,,长篇(300-499页),清科創業,dataset/2020/01945_16-12-2020_清科創業_全球發售.pdf
01950,1950.HK,strip_zero,深藍科技控股,深藍科技控股,2020-02-27,2020,01950_27-02-2020_深藍科技控股_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01950_27-02-2020_深藍科技控股_全球發售.pdf,2020,True,False,,,False,False,True,2020-03-12,0.5,0.51,0.02000000000000001,False,0.78,0.56,0.86,0.72,1.44,1.88,暴涨,,未知,True,False,580,4.48,True,111,False,,超长篇(≥500页),深藍科技控股,dataset/2020/01950_27-02-2020_深藍科技控股_全球發售.pdf
01952,1952.HK,strip_zero,雲頂新耀－Ｂ,雲頂新耀－Ｂ,2020-09-25,2020,01952_25-09-2020_雲頂新耀－Ｂ_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01952_25-09-2020_雲頂新耀－Ｂ_全球發售.pdf,2020,True,False,,,False,True,True,2020-10-09,70.55,72.75,0.031183557760453617,False,65.5,-0.0715804394046775,64.75,-0.08221119773210485,72.25,0.024096385542168718,破发/走弱,,未知,True,False,553,7.64,True,137,False,,超长篇(≥500页),雲頂新耀－Ｂ,dataset/2020/01952_25-09-2020_雲頂新耀－Ｂ_全球發售.pdf
01953,1953.HK,strip_zero,RIMBACO,RIMBACO,2020-04-14,2020,01953_14-04-2020_RIMBACO_股份發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01953_14-04-2020_RIMBACO_股份發售.pdf,2020,True,False,,,False,False,True,2020-04-28,0.58,0.475,-0.18103448275862066,True,0.415,-0.2844827586206896,0.49,-0.1551724137931034,1.1,0.8965517241379313,暴跌,子公司的主要业务是在马来西亚提供总承包商服务,其他,True,False,525,4.6,True,137,False,,超长篇(≥500页),RIMBACO,dataset/2020/01953_14-04-2020_RIMBACO_股份發售.pdf
01957,1957.HK,strip_zero,MBV INTL,MBV INTL,2020-06-18,2020,01957_18-06-2020_MBV INTL_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01957_18-06-2020_MBV INTL_全球發售.pdf,2020,True,False,,,False,False,True,2020-07-08,0.435,0.345,-0.206896551724138,True,0.325,-0.2528735632183908,0.32,-0.264367816091954,0.295,-0.32183908045977017,暴跌,,未知,True,False,494,8.7,True,136,False,,长篇(300-499页),MBV INTL,dataset/2020/01957_18-06-2020_MBV INTL_全球發售.pdf
01961,1961.HK,strip_zero,九尊數字互娛,九尊數字互娛,2020-02-27,2020,01961_27-02-2020_九尊數字互娛_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01961_27-02-2020_九尊數字互娛_全球發售.pdf,2020,True,False,,,False,False,True,2020-03-17,1.45,1.4,-0.03448275862068969,True,0.98,-0.32413793103448274,1.08,-0.2551724137931034,0.67,-0.5379310344827586,暴跌,,未知,True,False,598,10.08,True,142,False,,超长篇(≥500页),九尊數字互娛,dataset/2020/01961_27-02-2020_九尊數字互娛_全球發售.pdf
01971,1971.HK,strip_zero,弘陽服務,弘陽服務,2020-06-24,2020,01971_24-06-2020_弘陽服務_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01971_24-06-2020_弘陽服務_全球發售.pdf,2020,True,False,,,False,False,True,2020-07-07,4.88,4.4,-0.09836065573770482,True,5.13,0.05122950819672131,7.28,0.4918032786885247,5.5,0.12704918032786888,平稳,,未知,True,False,454,6.24,True,61,False,,长篇(300-499页),弘陽服務,dataset/2020/01971_24-06-2020_弘陽服務_全球發售.pdf
01981,1981.HK,strip_zero,華夏視聽教育,華夏視聽教育,2020-06-30,2020,01981_30-06-2020_華夏視聽教育_全球發售.pdf,/nfs/users/wuqianqian/IPOI/dataset/2020/01981_30-06-2020_華夏視聽教育_全球發售.pdf,2020,True,False,,,False,False,True,2020-07-15,4.23,4.92,0.1631205673758864,False,5.3,0.2529550827423166,5.18,0.22458628841607545,4.88,0.15366430260047267,平稳,,未知,True,False,461,5.92,True,128,False,,长篇(300-499页),華夏視聽教育,dataset/2020/01981_30-06-2020_華夏視聽教育_全球發售.pdf
