date,industry,ipo_count_365d,avg_day1_return_365d,break_rate_365d
2020-01-17,金融,0,,
2020-01-18,TMT/互联网,0,,
2020-01-18,其他,0,,
2020-01-18,地产/建筑,0,,
2020-01-18,工业/制造,0,,
2020-01-18,新能源/汽车,0,,
2020-01-18,消费/零售,0,,
2020-01-18,生物科技/医药,0,,
2020-01-18,金融,0,,
2020-01-19,TMT/互联网,0,,
2020-01-19,其他,0,,
2020-01-19,地产/建筑,0,,
2020-01-19,工业/制造,0,,
2020-01-19,新能源/汽车,0,,
2020-01-19,消费/零售,0,,
2020-01-19,生物科技/医药,0,,
2020-01-19,金融,0,,
2020-01-20,TMT/互联网,0,,
2020-01-20,其他,0,,
2020-01-20,地产/建筑,0,,
2020-01-20,工业/制造,0,,
2020-01-20,新能源/汽车,0,,
2020-01-20,消费/零售,0,,
2020-01-20,生物科技/医药,0,,
2020-01-20,金融,0,,
2020-01-21,TMT/互联网,0,,
2020-01-21,其他,0,,
2020-01-21,地产/建筑,0,,
2020-01-21,工业/制造,0,,
2020-01-21,新能源/汽车,0,,
2020-01-21,消费/零售,0,,
2020-01-21,生物科技/医药,0,,
2020-01-21,金融,0,,
2020-01-22,TMT/互联网,0,,
2020-01-22,其他,0,,
2020-01-22,地产/建筑,0,,
2020-01-22,工业/制造,0,,
2020-01-22,新能源/汽车,0,,
2020-01-22,消费/零售,0,,
2020-01-22,生物科技/医药,0,,
2020-01-22,金融,0,,
2020-01-23,TMT/互联网,0,,
2020-01-23,其他,0,,
2020-01-23,地产/建筑,0,,
2020-01-23,工业/制造,0,,
2020-01-23,新能源/汽车,0,,
2020-01-23,消费/零售,0,,
2020-01-23,生物科技/医药,0,,
2020-01-23,金融,0,,
2020-01-24,TMT/互联网,0,,
2020-01-24,其他,1,,0.0
2020-01-24,地产/建筑,0,,
2020-01-24,工业/制造,0,,
2020-01-24,新能源/汽车,0,,
2020-01-24,消费/零售,0,,
2020-01-24,生物科技/医药,0,,
2020-01-24,金融,0,,
2020-01-25,TMT/互联网,0,,
2020-01-25,其他,1,,0.0
2020-01-25,地产/建筑,0,,
2020-01-25,工业/制造,0,,
2020-01-25,新能源/汽车,0,,
2020-01-25,消费/零售,0,,
2020-01-25,生物科技/医药,0,,
2020-01-25,金融,0,,
2020-01-26,TMT/互联网,0,,
2020-01-26,其他,1,,0.0
2020-01-26,地产/建筑,0,,
2020-01-26,工业/制造,0,,
2020-01-26,新能源/汽车,0,,
2020-01-26,消费/零售,0,,
2020-01-26,生物科技/医药,0,,
2020-01-26,金融,0,,
2020-01-27,TMT/互联网,0,,
2020-01-27,其他,1,,0.0
2020-01-27,地产/建筑,0,,
2020-01-27,工业/制造,0,,
2020-01-27,新能源/汽车,0,,
2020-01-27,消费/零售,0,,
2020-01-27,生物科技/医药,0,,
2020-01-27,金融,0,,
2020-01-28,TMT/互联网,0,,
2020-01-28,其他,1,,0.0
2020-01-28,地产/建筑,0,,
2020-01-28,工业/制造,0,,
2020-01-28,新能源/汽车,0,,
2020-01-28,消费/零售,0,,
2020-01-28,生物科技/医药,0,,
2020-01-28,金融,0,,
2020-01-29,TMT/互联网,0,,
2020-01-29,其他,1,,0.0
2020-01-29,地产/建筑,0,,
2020-01-29,工业/制造,0,,
2020-01-29,新能源/汽车,0,,
2020-01-29,消费/零售,0,,
2020-01-29,生物科技/医药,0,,
2020-01-29,金融,0,,
2020-01-30,TMT/互联网,0,,
2020-01-30,其他,1,,0.0
2020-01-30,地产/建筑,0,,
2020-01-30,工业/制造,0,,
2020-01-30,新能源/汽车,0,,
2020-01-30,消费/零售,0,,
2020-01-30,生物科技/医药,0,,
2020-01-30,金融,0,,
2020-01-31,TMT/互联网,0,,
2020-01-31,其他,1,,0.0
2020-01-31,地产/建筑,0,,
2020-01-31,工业/制造,0,,
2020-01-31,新能源/汽车,0,,
2020-01-31,消费/零售,0,,
2020-01-31,生物科技/医药,0,,
2020-01-31,金融,0,,
2020-02-01,TMT/互联网,0,,
2020-02-01,其他,1,,0.0
2020-02-01,地产/建筑,0,,
2020-02-01,工业/制造,0,,
2020-02-01,新能源/汽车,0,,
2020-02-01,消费/零售,0,,
2020-02-01,生物科技/医药,0,,
2020-02-01,金融,0,,
2020-02-02,TMT/互联网,0,,
2020-02-02,其他,1,,0.0
2020-02-02,地产/建筑,0,,
2020-02-02,工业/制造,0,,
2020-02-02,新能源/汽车,0,,
2020-02-02,消费/零售,0,,
2020-02-02,生物科技/医药,0,,
2020-02-02,金融,0,,
2020-02-03,TMT/互联网,0,,
2020-02-03,其他,1,,0.0
2020-02-03,地产/建筑,0,,
2020-02-03,工业/制造,0,,
2020-02-03,新能源/汽车,0,,
2020-02-03,消费/零售,0,,
2020-02-03,生物科技/医药,0,,
2020-02-03,金融,0,,
2020-02-04,TMT/互联网,0,,
2020-02-04,其他,1,,0.0
2020-02-04,地产/建筑,0,,
2020-02-04,工业/制造,0,,
2020-02-04,新能源/汽车,0,,
2020-02-04,消费/零售,0,,
2020-02-04,生物科技/医药,0,,
2020-02-04,金融,0,,
2020-02-05,TMT/互联网,0,,
2020-02-05,其他,1,,0.0
2020-02-05,地产/建筑,0,,
2020-02-05,工业/制造,0,,
2020-02-05,新能源/汽车,0,,
2020-02-05,消费/零售,0,,
2020-02-05,生物科技/医药,0,,
2020-02-05,金融,0,,
2020-02-06,TMT/互联网,0,,
2020-02-06,其他,1,,0.0
2020-02-06,地产/建筑,0,,
2020-02-06,工业/制造,0,,
2020-02-06,新能源/汽车,0,,
2020-02-06,消费/零售,0,,
2020-02-06,生物科技/医药,0,,
2020-02-06,金融,0,,
2020-02-07,TMT/互联网,0,,
2020-02-07,其他,1,,0.0
2020-02-07,地产/建筑,0,,
2020-02-07,工业/制造,0,,
2020-02-07,新能源/汽车,0,,
2020-02-07,消费/零售,0,,
2020-02-07,生物科技/医药,0,,
2020-02-07,金融,0,,
2020-02-08,TMT/互联网,0,,
2020-02-08,其他,1,,0.0
2020-02-08,地产/建筑,0,,
2020-02-08,工业/制造,0,,
2020-02-08,新能源/汽车,0,,
2020-02-08,消费/零售,0,,
2020-02-08,生物科技/医药,0,,
2020-02-08,金融,0,,
2020-02-09,TMT/互联网,0,,
2020-02-09,其他,1,,0.0
2020-02-09,地产/建筑,0,,
2020-02-09,工业/制造,0,,
2020-02-09,新能源/汽车,0,,
2020-02-09,消费/零售,0,,
2020-02-09,生物科技/医药,0,,
2020-02-09,金融,0,,
2020-02-10,TMT/互联网,0,,
2020-02-10,其他,1,,0.0
2020-02-10,地产/建筑,0,,
2020-02-10,工业/制造,0,,
2020-02-10,新能源/汽车,0,,
2020-02-10,消费/零售,0,,
2020-02-10,生物科技/医药,0,,
2020-02-10,金融,0,,
2020-02-11,TMT/互联网,0,,
2020-02-11,其他,1,,0.0
2020-02-11,地产/建筑,0,,
2020-02-11,工业/制造,0,,
2020-02-11,新能源/汽车,0,,
2020-02-11,消费/零售,0,,
2020-02-11,生物科技/医药,0,,
2020-02-11,金融,0,,
2020-02-12,TMT/互联网,0,,
2020-02-12,其他,1,,0.0
2020-02-12,地产/建筑,0,,
2020-02-12,工业/制造,0,,
2020-02-12,新能源/汽车,0,,
2020-02-12,消费/零售,0,,
2020-02-12,生物科技/医药,0,,
2020-02-12,金融,0,,
2020-02-13,TMT/互联网,0,,
2020-02-13,其他,1,,0.0
2020-02-13,地产/建筑,0,,
2020-02-13,工业/制造,0,,
2020-02-13,新能源/汽车,0,,
2020-02-13,消费/零售,0,,
2020-02-13,生物科技/医药,0,,
2020-02-13,金融,0,,
2020-02-14,TMT/互联网,0,,
2020-02-14,其他,1,,0.0
2020-02-14,地产/建筑,1,-0.2272727272727273,1.0
2020-02-14,工业/制造,0,,
2020-02-14,新能源/汽车,0,,
2020-02-14,消费/零售,0,,
2020-02-14,生物科技/医药,0,,
2020-02-14,金融,0,,
2020-02-15,TMT/互联网,0,,
2020-02-15,其他,1,,0.0
2020-02-15,地产/建筑,1,-0.2272727272727273,1.0
2020-02-15,工业/制造,0,,
2020-02-15,新能源/汽车,0,,
2020-02-15,消费/零售,0,,
2020-02-15,生物科技/医药,0,,
2020-02-15,金融,0,,
2020-02-16,TMT/互联网,0,,
2020-02-16,其他,1,,0.0
2020-02-16,地产/建筑,1,-0.2272727272727273,1.0
2020-02-16,工业/制造,0,,
2020-02-16,新能源/汽车,0,,
2020-02-16,消费/零售,0,,
2020-02-16,生物科技/医药,0,,
2020-02-16,金融,0,,
2020-02-17,TMT/互联网,0,,
2020-02-17,其他,1,,0.0
2020-02-17,地产/建筑,1,-0.2272727272727273,1.0
2020-02-17,工业/制造,0,,
2020-02-17,新能源/汽车,0,,
2020-02-17,消费/零售,0,,
2020-02-17,生物科技/医药,0,,
2020-02-17,金融,0,,
2020-02-18,TMT/互联网,0,,
2020-02-18,其他,1,,0.0
2020-02-18,地产/建筑,1,-0.2272727272727273,1.0
2020-02-18,工业/制造,0,,
2020-02-18,新能源/汽车,0,,
2020-02-18,消费/零售,0,,
2020-02-18,生物科技/医药,0,,
2020-02-18,金融,0,,
2020-02-19,TMT/互联网,0,,
2020-02-19,其他,1,,0.0
2020-02-19,地产/建筑,1,-0.2272727272727273,1.0
2020-02-19,工业/制造,0,,
2020-02-19,新能源/汽车,0,,
2020-02-19,消费/零售,0,,
2020-02-19,生物科技/医药,0,,
2020-02-19,金融,1,-0.2857142857142857,1.0
2020-02-20,TMT/互联网,0,,
2020-02-20,其他,1,,0.0
2020-02-20,地产/建筑,1,-0.2272727272727273,1.0
2020-02-20,工业/制造,0,,
2020-02-20,新能源/汽车,0,,
2020-02-20,消费/零售,0,,
2020-02-20,生物科技/医药,0,,
2020-02-20,金融,1,-0.2857142857142857,1.0
2020-02-21,TMT/互联网,0,,
2020-02-21,其他,1,,0.0
2020-02-21,地产/建筑,1,-0.2272727272727273,1.0
2020-02-21,工业/制造,0,,
2020-02-21,新能源/汽车,0,,
2020-02-21,消费/零售,0,,
2020-02-21,生物科技/医药,0,,
2020-02-21,金融,1,-0.2857142857142857,1.0
2020-02-22,TMT/互联网,0,,
2020-02-22,其他,1,,0.0
2020-02-22,地产/建筑,1,-0.2272727272727273,1.0
2020-02-22,工业/制造,0,,
2020-02-22,新能源/汽车,0,,
2020-02-22,消费/零售,0,,
2020-02-22,生物科技/医药,0,,
2020-02-22,金融,1,-0.2857142857142857,1.0
2020-02-23,TMT/互联网,0,,
2020-02-23,其他,1,,0.0
2020-02-23,地产/建筑,1,-0.2272727272727273,1.0
2020-02-23,工业/制造,0,,
2020-02-23,新能源/汽车,0,,
2020-02-23,消费/零售,0,,
2020-02-23,生物科技/医药,0,,
2020-02-23,金融,1,-0.2857142857142857,1.0
2020-02-24,TMT/互联网,0,,
2020-02-24,其他,1,,0.0
2020-02-24,地产/建筑,1,-0.2272727272727273,1.0
2020-02-24,工业/制造,0,,
2020-02-24,新能源/汽车,0,,
2020-02-24,消费/零售,0,,
2020-02-24,生物科技/医药,0,,
2020-02-24,金融,1,-0.2857142857142857,1.0
2020-02-25,TMT/互联网,0,,
2020-02-25,其他,1,,0.0
2020-02-25,地产/建筑,1,-0.2272727272727273,1.0
2020-02-25,工业/制造,0,,
2020-02-25,新能源/汽车,0,,
2020-02-25,消费/零售,0,,
2020-02-25,生物科技/医药,0,,
2020-02-25,金融,1,-0.2857142857142857,1.0
2020-02-26,TMT/互联网,0,,
2020-02-26,其他,1,,0.0
2020-02-26,地产/建筑,1,-0.2272727272727273,1.0
2020-02-26,工业/制造,0,,
2020-02-26,新能源/汽车,0,,
2020-02-26,消费/零售,0,,
2020-02-26,生物科技/医药,0,,
2020-02-26,金融,1,-0.2857142857142857,1.0
2020-02-27,TMT/互联网,0,,
2020-02-27,其他,1,,0.0
2020-02-27,地产/建筑,1,-0.2272727272727273,1.0
2020-02-27,工业/制造,0,,
2020-02-27,新能源/汽车,0,,
2020-02-27,消费/零售,0,,
2020-02-27,生物科技/医药,0,,
2020-02-27,金融,1,-0.2857142857142857,1.0
2020-02-28,TMT/互联网,0,,
2020-02-28,其他,1,,0.0
2020-02-28,地产/建筑,1,-0.2272727272727273,1.0
2020-02-28,工业/制造,0,,
2020-02-28,新能源/汽车,0,,
2020-02-28,消费/零售,0,,
2020-02-28,生物科技/医药,0,,
2020-02-28,金融,1,-0.2857142857142857,1.0
2020-02-29,TMT/互联网,0,,
2020-02-29,其他,1,,0.0
2020-02-29,地产/建筑,1,-0.2272727272727273,1.0
2020-02-29,工业/制造,0,,
2020-02-29,新能源/汽车,0,,
2020-02-29,消费/零售,0,,
2020-02-29,生物科技/医药,0,,
2020-02-29,金融,1,-0.2857142857142857,1.0
2020-03-01,TMT/互联网,0,,
2020-03-01,其他,1,,0.0
2020-03-01,地产/建筑,1,-0.2272727272727273,1.0
2020-03-01,工业/制造,0,,
2020-03-01,新能源/汽车,0,,
2020-03-01,消费/零售,0,,
2020-03-01,生物科技/医药,0,,
2020-03-01,金融,1,-0.2857142857142857,1.0
2020-03-02,TMT/互联网,0,,
2020-03-02,其他,1,,0.0
2020-03-02,地产/建筑,1,-0.2272727272727273,1.0
2020-03-02,工业/制造,0,,
2020-03-02,新能源/汽车,0,,
2020-03-02,消费/零售,0,,
2020-03-02,生物科技/医药,0,,
2020-03-02,金融,1,-0.2857142857142857,1.0
2020-03-03,TMT/互联网,0,,
2020-03-03,其他,1,,0.0
2020-03-03,地产/建筑,1,-0.2272727272727273,1.0
2020-03-03,工业/制造,0,,
2020-03-03,新能源/汽车,0,,
2020-03-03,消费/零售,0,,
2020-03-03,生物科技/医药,0,,
2020-03-03,金融,1,-0.2857142857142857,1.0
2020-03-04,TMT/互联网,0,,
2020-03-04,其他,1,,0.0
2020-03-04,地产/建筑,1,-0.2272727272727273,1.0
2020-03-04,工业/制造,0,,
2020-03-04,新能源/汽车,0,,
2020-03-04,消费/零售,0,,
2020-03-04,生物科技/医药,0,,
2020-03-04,金融,1,-0.2857142857142857,1.0
2020-03-05,TMT/互联网,0,,
2020-03-05,其他,1,,0.0
2020-03-05,地产/建筑,1,-0.2272727272727273,1.0
2020-03-05,工业/制造,0,,
2020-03-05,新能源/汽车,0,,
2020-03-05,消费/零售,0,,
2020-03-05,生物科技/医药,0,,
2020-03-05,金融,1,-0.2857142857142857,1.0
2020-03-06,TMT/互联网,0,,
2020-03-06,其他,1,,0.0
2020-03-06,地产/建筑,1,-0.2272727272727273,1.0
2020-03-06,工业/制造,0,,
2020-03-06,新能源/汽车,0,,
2020-03-06,消费/零售,0,,
2020-03-06,生物科技/医药,0,,
2020-03-06,金融,1,-0.2857142857142857,1.0
2020-03-07,TMT/互联网,0,,
2020-03-07,其他,1,,0.0
2020-03-07,地产/建筑,1,-0.2272727272727273,1.0
2020-03-07,工业/制造,0,,
2020-03-07,新能源/汽车,0,,
2020-03-07,消费/零售,0,,
2020-03-07,生物科技/医药,0,,
2020-03-07,金融,1,-0.2857142857142857,1.0
2020-03-08,TMT/互联网,0,,
2020-03-08,其他,1,,0.0
2020-03-08,地产/建筑,1,-0.2272727272727273,1.0
2020-03-08,工业/制造,0,,
2020-03-08,新能源/汽车,0,,
2020-03-08,消费/零售,0,,
2020-03-08,生物科技/医药,0,,
2020-03-08,金融,1,-0.2857142857142857,1.0
2020-03-09,TMT/互联网,0,,
2020-03-09,其他,1,,0.0
2020-03-09,地产/建筑,2,-0.0528628829733803,0.5
2020-03-09,工业/制造,0,,
2020-03-09,新能源/汽车,0,,
2020-03-09,消费/零售,0,,
2020-03-09,生物科技/医药,0,,
2020-03-09,金融,1,-0.2857142857142857,1.0
2020-03-10,TMT/互联网,0,,
2020-03-10,其他,1,,0.0
2020-03-10,地产/建筑,2,-0.0528628829733803,0.5
2020-03-10,工业/制造,0,,
2020-03-10,新能源/汽车,0,,
2020-03-10,消费/零售,0,,
2020-03-10,生物科技/医药,0,,
2020-03-10,金融,1,-0.2857142857142857,1.0
2020-03-11,TMT/互联网,0,,
2020-03-11,其他,1,,0.0
2020-03-11,地产/建筑,2,-0.0528628829733803,0.5
2020-03-11,工业/制造,0,,
2020-03-11,新能源/汽车,0,,
2020-03-11,消费/零售,0,,
2020-03-11,生物科技/医药,0,,
2020-03-11,金融,1,-0.2857142857142857,1.0
2020-03-12,TMT/互联网,0,,
2020-03-12,其他,1,,0.0
2020-03-12,地产/建筑,3,0.007615220874889361,0.3333333333333333
2020-03-12,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-12,新能源/汽车,0,,
2020-03-12,消费/零售,0,,
2020-03-12,生物科技/医药,0,,
2020-03-12,金融,1,-0.2857142857142857,1.0
2020-03-13,TMT/互联网,0,,
2020-03-13,其他,2,-0.070796460176991,0.5
2020-03-13,地产/建筑,4,0.0482284224588881,0.25
2020-03-13,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-13,新能源/汽车,0,,
2020-03-13,消费/零售,0,,
2020-03-13,生物科技/医药,0,,
2020-03-13,金融,1,-0.2857142857142857,1.0
2020-03-14,TMT/互联网,0,,
2020-03-14,其他,2,-0.070796460176991,0.5
2020-03-14,地产/建筑,4,0.0482284224588881,0.25
2020-03-14,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-14,新能源/汽车,0,,
2020-03-14,消费/零售,0,,
2020-03-14,生物科技/医药,0,,
2020-03-14,金融,1,-0.2857142857142857,1.0
2020-03-15,TMT/互联网,0,,
2020-03-15,其他,2,-0.070796460176991,0.5
2020-03-15,地产/建筑,4,0.0482284224588881,0.25
2020-03-15,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-15,新能源/汽车,0,,
2020-03-15,消费/零售,0,,
2020-03-15,生物科技/医药,0,,
2020-03-15,金融,1,-0.2857142857142857,1.0
2020-03-16,TMT/互联网,0,,
2020-03-16,其他,2,-0.070796460176991,0.5
2020-03-16,地产/建筑,4,0.0482284224588881,0.25
2020-03-16,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-16,新能源/汽车,0,,
2020-03-16,消费/零售,0,,
2020-03-16,生物科技/医药,0,,
2020-03-16,金融,1,-0.2857142857142857,1.0
2020-03-17,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-17,其他,2,-0.070796460176991,0.5
2020-03-17,地产/建筑,5,0.11413829352266602,0.2
2020-03-17,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-17,新能源/汽车,0,,
2020-03-17,消费/零售,0,,
2020-03-17,生物科技/医药,0,,
2020-03-17,金融,1,-0.2857142857142857,1.0
2020-03-18,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-18,其他,3,0.11632590784253896,0.3333333333333333
2020-03-18,地产/建筑,5,0.11413829352266602,0.2
2020-03-18,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-18,新能源/汽车,0,,
2020-03-18,消费/零售,1,-0.1818181818181818,1.0
2020-03-18,生物科技/医药,0,,
2020-03-18,金融,1,-0.2857142857142857,1.0
2020-03-19,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-19,其他,3,0.11632590784253896,0.3333333333333333
2020-03-19,地产/建筑,5,0.11413829352266602,0.2
2020-03-19,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-19,新能源/汽车,0,,
2020-03-19,消费/零售,1,-0.1818181818181818,1.0
2020-03-19,生物科技/医药,0,,
2020-03-19,金融,1,-0.2857142857142857,1.0
2020-03-20,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-20,其他,3,0.11632590784253896,0.3333333333333333
2020-03-20,地产/建筑,5,0.11413829352266602,0.2
2020-03-20,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-20,新能源/汽车,0,,
2020-03-20,消费/零售,1,-0.1818181818181818,1.0
2020-03-20,生物科技/医药,0,,
2020-03-20,金融,1,-0.2857142857142857,1.0
2020-03-21,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-21,其他,3,0.11632590784253896,0.3333333333333333
2020-03-21,地产/建筑,5,0.11413829352266602,0.2
2020-03-21,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-21,新能源/汽车,0,,
2020-03-21,消费/零售,1,-0.1818181818181818,1.0
2020-03-21,生物科技/医药,0,,
2020-03-21,金融,1,-0.2857142857142857,1.0
2020-03-22,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-22,其他,3,0.11632590784253896,0.3333333333333333
2020-03-22,地产/建筑,5,0.11413829352266602,0.2
2020-03-22,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-22,新能源/汽车,0,,
2020-03-22,消费/零售,1,-0.1818181818181818,1.0
2020-03-22,生物科技/医药,0,,
2020-03-22,金融,1,-0.2857142857142857,1.0
2020-03-23,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-23,其他,3,0.11632590784253896,0.3333333333333333
2020-03-23,地产/建筑,5,0.11413829352266602,0.2
2020-03-23,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-23,新能源/汽车,0,,
2020-03-23,消费/零售,1,-0.1818181818181818,1.0
2020-03-23,生物科技/医药,1,0.0436170212765957,0.0
2020-03-23,金融,1,-0.2857142857142857,1.0
2020-03-24,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-24,其他,3,0.11632590784253896,0.3333333333333333
2020-03-24,地产/建筑,5,0.11413829352266602,0.2
2020-03-24,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-24,新能源/汽车,0,,
2020-03-24,消费/零售,1,-0.1818181818181818,1.0
2020-03-24,生物科技/医药,1,0.0436170212765957,0.0
2020-03-24,金融,1,-0.2857142857142857,1.0
2020-03-25,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-25,其他,3,0.11632590784253896,0.3333333333333333
2020-03-25,地产/建筑,5,0.11413829352266602,0.2
2020-03-25,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-25,新能源/汽车,0,,
2020-03-25,消费/零售,1,-0.1818181818181818,1.0
2020-03-25,生物科技/医药,1,0.0436170212765957,0.0
2020-03-25,金融,1,-0.2857142857142857,1.0
2020-03-26,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-26,其他,3,0.11632590784253896,0.3333333333333333
2020-03-26,地产/建筑,5,0.11413829352266602,0.2
2020-03-26,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-26,新能源/汽车,0,,
2020-03-26,消费/零售,1,-0.1818181818181818,1.0
2020-03-26,生物科技/医药,1,0.0436170212765957,0.0
2020-03-26,金融,1,-0.2857142857142857,1.0
2020-03-27,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-27,其他,3,0.11632590784253896,0.3333333333333333
2020-03-27,地产/建筑,5,0.11413829352266602,0.2
2020-03-27,工业/制造,3,-0.011107660455486565,0.3333333333333333
2020-03-27,新能源/汽车,0,,
2020-03-27,消费/零售,2,-0.1964136780650542,1.0
2020-03-27,生物科技/医药,1,0.0436170212765957,0.0
2020-03-27,金融,1,-0.2857142857142857,1.0
2020-03-28,TMT/互联网,1,-0.0344827586206896,1.0
2020-03-28,其他,3,0.11632590784253896,0.3333333333333333
2020-03-28,地产/建筑,5,0.11413829352266602,0.2
