wind_norm,name,ede_list_date,board,industry_concept,concepts,industry_hsics,hsics_l1_name,hsics_index_code,hsics_index_name,industry,industry_source
0755.HK,大方广瑞德,1992-10-27,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]国企;[HK]央企,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0756.HK,森美控股,2008-07-10,主板,其他,万得(港股)中国企业综合指数成份;[HK]农业现代化,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0757.HK,阳光能源,2008-03-31,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]合资企业;[HK]光伏太阳能;[HK]新能源,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0759.HK,CEC INT'L HOLD,1999-11-15,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0760.HK,新天地产集团,1995-08-08,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0762.HK,中国联通,2000-06-22,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]AIGC;[HK]新经济;[HK]港股通;[HK]电信;[HK]蓝筹股;[HK]核心资产;[HK]中概股回归;[HK]中资电信;[HK]移动互联网;[HK]一带一路;[HK]国企改革;[HK]纳入MSCI香港;[HK]央企;[HK]特斯拉;[HK]5G;[HK]互联网;[HK]国企,TMT/互联网,电讯业,HSCITC.HI,恒生综合行业指数-电讯业,TMT/互联网,hsics
0763.HK,中兴通讯,2004-12-09,主板,TMT/互联网,[HK]AIGC备案;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]电讯设备;[HK]核心资产;[HK]自主可控;[HK]手机产业;[HK]华为;[HK]网络安全;[HK]纳入MSCI香港;[HK]5G;[HK]紫光系;[HK]芯片替代;[HK]智能穿戴;[HK]人工智能;[HK]在线支付;[HK]物联网;[HK]网络科技股;[HK]国企改革,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0764.HK,永恒策略,2000-02-15,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]文化传媒,其他,综合企业,HSCICO.HI,恒生综合行业指数-综合企业,TMT/互联网,concept
0765.HK,PERFECTECH INTL,1992-10-23,主板,其他,万得(港股)中国企业综合指数成份;[HK]婴童,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0767.HK,中基长寿科学,1995-11-20,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]现代服务业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0768.HK,开明投资,2000-01-18,主板,金融,万得(港股)中国企业综合指数成份;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0769.HK,中国稀土,1999-10-15,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]有色金属;[HK]稀土永磁;[HK]新材料,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0770.HK,SHANGHAI GROWTH,1993-11-30,主板,金融,万得(港股)中国企业综合指数成份;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0771.HK,自动系统,1997-11-05,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]软件外包,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0772.HK,阅文集团,2017-11-08,主板,TMT/互联网,[HK]GEO;[HK]谷子经济;[HK]AIGC备案;万得(港股)中国企业综合指数成份;[HK]ChatGPT;[HK]AIGC;[HK]港股通;[HK]核心资产;[HK]人工智能;[HK]腾讯;[HK]互联网;[HK]纳入MSCI香港;[HK]网络科技股;[HK]文化传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0775.HK,长江生命科技,2002-07-16,主板,生物科技/医药,[HK]长和系;[HK]健康产业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0776.HK,帝国科技集团,2005-10-13,主板,其他,万得(港股)中国企业综合指数成份,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0777.HK,网龙,2007-11-02,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]ChatGPT;[HK]AIGC;[HK]互联网出海;[HK]在线教育;[HK]手机游戏;[HK]电子竞技;[HK]网络科技股;[HK]互联网;[HK]移动互联网;[HK]教育;[HK]网络游戏,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0778.HK,置富产业信托,2010-04-20,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]房地产信托,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0780.HK,同程旅行,2018-11-26,主板,TMT/互联网,[HK]养老产业;[HK]AIGC备案;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]节假日;[HK]核心资产;[HK]纳入MSCI香港;[HK]在线旅游;[HK]腾讯,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0784.HK,凌锐控股,2017-12-28,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0788.HK,中国铁塔,2018-08-08,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]高瓴资本;[HK]电讯设备;[HK]核心资产;[HK]国企;[HK]5G;[HK]纳入MSCI香港;[HK]央企,TMT/互联网,电讯业,HSCITC.HI,恒生综合行业指数-电讯业,TMT/互联网,hsics
0789.HK,雅天妮集团,2008-05-16,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]品牌服饰;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0794.HK,锦胜集团(控股),2009-02-26,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0797.HK,第七大道,2018-07-18,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]互联网出海,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0798.HK,中电光谷,2014-03-28,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]国企;[HK]央企,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0799.HK,IGG,2013-10-18,主板,TMT/互联网,[HK]ChatGPT;[HK]AIGC;[HK]手机游戏;[HK]网络科技股;[HK]网络游戏,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0800.HK,文远知行-W,2025-11-06,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]次新股;[HK]同股不同权;[HK]核心资产,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0804.HK,鼎石资本,2015-06-12,主板,其他,万得(港股)中国企业综合指数成份,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0805.HK,新吉奥房车,2025-01-13,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0806.HK,惠理集团,2007-11-22,主板,金融,[HK]本地券商;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0807.HK,上海实业环境,2018-03-23,主板,其他,万得(港股)中国企业综合指数成份;[HK]中概股回归;[HK]地方国企;[HK]国企,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
0808.HK,泓富产业信托,2005-12-16,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]房地产信托,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0809.HK,大成生化科技,2001-03-16,主板,其他,万得(港股)中国企业综合指数成份;[HK]地方国企;[HK]国企;[HK]农业现代化,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0810.HK,中国铸晨81,2002-02-28,主板,金融,万得(港股)中国企业综合指数成份;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0811.HK,新华文轩,2007-05-30,主板,TMT/互联网,[HK]谷子经济;万得(港股)中国企业综合指数成份;[HK]ChatGPT;[HK]AIGC;[HK]港股通;[HK]地方国企;[HK]文化传媒;[HK]国企改革;[HK]国企;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0813.HK,世茂集团,2006-07-05,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]蓝筹地产;[HK]内地房地产;[HK]纳入MSCI香港,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0814.HK,北京京客隆,2006-09-25,主板,其他,万得(港股)中国企业综合指数成份;[HK]国企;[HK]国企改革;[HK]地方国企,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0815.HK,中国白银集团,2012-12-28,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]有色金属;[HK]贵金属;[HK]涉矿,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0816.HK,金茂服务,2022-03-10,主板,其他,万得(港股)中国企业综合指数成份;[HK]国企;[HK]央企,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0817.HK,中国金茂,2007-08-17,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]内地房地产;[HK]蓝筹地产;[HK]国企;[HK]纳入MSCI香港;[HK]央企;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0818.HK,高阳科技,1997-12-22,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]在线支付;[HK]移动互联网,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0819.HK,天能动力,2007-06-11,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]储能;[HK]港股通;[HK]新能源汽车;[HK]锂电池,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0821.HK,汇盈控股,2001-04-09,主板,金融,万得(港股)中国企业综合指数成份;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0822.HK,嘉瑞国际,2007-06-27,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]现代服务业;[HK]高端装备制造,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0823.HK,领展房产基金,2005-11-25,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]蓝筹股;[HK]核心资产;[HK]房地产信托,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0825.HK,新世界百货中国,2007-07-12,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0826.HK,天工国际,2007-07-26,主板,工业/制造,[HK]人形机器人;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]新材料,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0827.HK,玖源集团,2003-07-10,主板,其他,万得(港股)中国企业综合指数成份;[HK]农业现代化,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0828.HK,王朝酒业,2005-01-26,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]白酒;[HK]国企;[HK]地方国企,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0829.HK,神冠控股,2009-10-13,主板,其他,万得(港股)中国企业综合指数成份;[HK]农业现代化,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0830.HK,中国建筑兴业,2010-03-30,主板,其他,万得(港股)中国企业综合指数成份;[HK]中建系;[HK]国企;[HK]央企;[HK]国企改革,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0831.HK,利亚零售,2001-01-18,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]连锁快餐店,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0832.HK,建业地产,2008-06-06,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0833.HK,华讯,2005-07-15,主板,其他,[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0834.HK,康大食品,2008-12-22,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]中概股回归;[HK]健康产业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0836.HK,华润电力,2003-11-12,主板,其他,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]电力;[HK]蓝筹股;[HK]核心资产;[HK]华润系;[HK]央企;[HK]纳入MSCI香港;[HK]国企,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
0837.HK,谭木匠,2009-12-29,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]文化传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0838.HK,亿和控股,2005-05-11,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]工业4.0,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0839.HK,中教控股,2017-12-15,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]中资教育;[HK]教育;[HK]纳入MSCI香港,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0840.HK,天业节水,2006-02-28,主板,其他,万得(港股)中国企业综合指数成份;[HK]农业现代化;[HK]国企改革;[HK]地方国企;[HK]国企,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0841.HK,木薯资源,2009-03-23,主板,其他,万得(港股)中国企业综合指数成份;[HK]农业现代化,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0842.HK,理士国际,2010-11-16,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]储能;[HK]锂电池,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0844.HK,广泰国际控股,2011-11-24,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]品牌服饰,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0845.HK,恒盛地产,2009-10-02,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0846.HK,明发集团,2009-11-13,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]芯片替代,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0848.HK,茂业国际,2008-05-05,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]物业投资;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0851.HK,盛源控股,1998-12-02,主板,金融,万得(港股)中国企业综合指数成份;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0852.HK,海峡石油化工,2009-01-12,主板,其他,万得(港股)中国企业综合指数成份,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
0853.HK,微创医疗,2010-09-24,主板,生物科技/医药,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]医疗耗材;[HK]港股通;[HK]高瓴资本;[HK]核心资产;[HK]智能医疗;[HK]医疗器械,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0854.HK,威雅利,2013-12-06,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0855.HK,中国水务,1999-10-11,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]水务;[HK]环保,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
0856.HK,伟仕佳杰,2002-05-09,主板,TMT/互联网,[HK]港股通;[HK]核心资产;[HK]互联网;[HK]云计算;[HK]苹果,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0857.HK,中国石油股份,2000-04-07,主板,其他,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]石油股;[HK]蓝筹股;[HK]核心资产;[HK]央企;[HK]国企;[HK]国企改革;[HK]一带一路;[HK]石化股;[HK]纳入MSCI香港;[HK]页岩气,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
0858.HK,精优药业,1999-03-10,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0859.HK,中昌国际控股,2000-06-15,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0860.HK,APOLLO出行,2002-09-03,主板,其他,万得(港股)中国企业综合指数成份;[HK]黄金珠宝,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0861.HK,神州控股,2001-06-01,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]云计算;[HK]大数据;[HK]软件外包,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0862.HK,远见控股,1998-10-14,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]移动互联网,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0863.HK,OSL集团,2012-04-27,主板,TMT/互联网,[HK]稳定币;万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]文化传媒;[HK]区块链,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0864.HK,永利地产发展,2013-03-19,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0865.HK,建德国际控股,2000-12-29,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]现代服务业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0866.HK,中国秦发,2009-07-03,主板,其他,万得(港股)中国企业综合指数成份;[HK]煤炭,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
0867.HK,康哲药业,2010-09-28,主板,生物科技/医药,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]核心资产;[HK]中概股回归;[HK]创新药;[HK]生物医疗;[HK]纳入MSCI香港,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0868.HK,信义玻璃,2005-02-03,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]核心资产;[HK]光伏太阳能,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0869.HK,彩星玩具,2008-02-01,主板,其他,[HK]外资企业;[HK]婴童,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0871.HK,中国疏浚环保,2011-06-20,主板,其他,万得(港股)中国企业综合指数成份;[HK]环保;[HK]港口运输,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0873.HK,世茂服务,2020-10-30,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]中资物业管理,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0874.HK,白云山,1997-10-30,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]新冠肺炎;[HK]民营医院;[HK]生物医疗;[HK]国企;[HK]国企改革;[HK]健康产业;[HK]地方国企,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0875.HK,从玉智农,1998-07-03,主板,其他,万得(港股)中国企业综合指数成份;[HK]农业现代化,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0876.HK,佳兆业健康,1997-04-10,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]医疗器械,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0878.HK,金朝阳集团,1997-03-21,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0880.HK,澳博控股,2008-07-16,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]外资企业;[HK]博彩,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0881.HK,中升控股,2010-03-26,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]汽车经销商;[HK]核心资产;[HK]现代服务业;[HK]纳入MSCI香港,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0882.HK,天津发展,1997-12-10,主板,其他,万得(港股)中国企业综合指数成份;[HK]国企;[HK]地方国企,其他,综合企业,HSCICO.HI,恒生综合行业指数-综合企业,其他,fallback
0883.HK,中国海洋石油,2001-02-28,主板,其他,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]石油股;[HK]蓝筹股;[HK]核心资产;[HK]中概股回归;[HK]央企;[HK]页岩气;[HK]纳入MSCI香港;[HK]石化股;[HK]一带一路;[HK]国企,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
0884.HK,旭辉控股集团,2012-11-23,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]纳入MSCI香港;[HK]蓝筹地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0887.HK,英皇钟表珠宝,2008-07-21,主板,其他,万得(港股)中国企业综合指数成份;[HK]香港本地股;[HK]黄金珠宝;[HK]奢侈品;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0888.HK,链信控股,2001-06-28,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]文化传媒;[HK]影视传媒,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0889.HK,连达科技控股,2001-06-22,主板,其他,[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0893.HK,中国铁钛,2009-10-08,主板,其他,万得(港股)中国企业综合指数成份;[HK]涉矿,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0894.HK,万裕科技,1997-03-05,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]储能,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0895.HK,东江环保,2003-01-29,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]水务;[HK]环保;[HK]国企;[HK]粤港澳大湾区;[HK]地方国企,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0896.HK,兴胜创建,2002-01-10,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0897.HK,位元堂,1997-10-31,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0898.HK,万事昌国际,1998-07-31,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0899.HK,中加国信,1997-10-24,主板,其他,万得(港股)中国企业综合指数成份;[HK]涉矿,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0900.HK,AEON CREDIT,1995-09-14,主板,其他,万得(港股)中国企业综合指数成份;[HK]香港本地股;[HK]小额贷款;[HK]外资企业,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0901.HK,华曦达,2026-05-27,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0902.HK,华能国际电力股份,1998-01-21,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]电力;[HK]核心资产;[HK]国企改革;[HK]纳入MSCI香港;[HK]国企;[HK]新能源;[HK]央企,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,新能源/汽车,concept
0905.HK,胡桃资本,1998-07-17,主板,金融,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0907.HK,高雅光学,1996-04-11,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0909.HK,明源云,2020-09-25,主板,TMT/互联网,[HK]AIPC指数;[HK]DeepSeek;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]高瓴资本;[HK]SaaS;[HK]云计算;[HK]网络科技股,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0910.HK,中国三迪,1998-12-01,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0911.HK,前海健康,2014-06-27,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]生物医疗,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0912.HK,信佳国际,2002-09-18,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
